total_position_B_60,total_position_A_60,total_xp_B_60,total_xp_A_60,total_level_B_60,total_level_A_60,total_goldEarned_B_60,total_goldEarned_A_60,total_minionsKilled_B_60,total_minionsKilled_A_60,CHAMPION_KILL_B_60,CHAMPION_KILL_A_60,WARD_PLACED_B_60,WARD_PLACED_A_60,WARD_KILL_B_60,WARD_KILL_A_60,BUILDING_KILL_B_60,BUILDING_KILL_A_60,ELITE_MONSTER_KILL_B_60,ELITE_MONSTER_KILL_A_60,ITEM_PURCHASED_B_60,ITEM_PURCHASED_A_60,ITEM_SOLD_B_60,ITEM_SOLD_A_60,ITEM_DESTROYED_B_60,ITEM_DESTROYED_A_60,ITEM_UNDO_B_60,ITEM_UNDO_A_60,SKILL_LEVEL_UP_B_60,SKILL_LEVEL_UP_A_60,win,gameDuration,gameDuration_targetlabel
,,40267.0,30141.0,56.0,46.0,44094.0,28472.0,447.0,240.0,41.0,16.0,28.0,21.0,2.0,7.0,7.0,0.0,2.0,0.0,76.0,65.0,4.0,2.0,39.0,35.0,3.0,1.0,56.0,46.0,False,20.0,1
,,23829.0,40246.0,41.0,54.0,20422.0,45558.0,92.0,255.0,7.0,49.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,25.0,32.0,0.0,0.0,20.0,13.0,0.0,0.0,41.0,53.0,True,19.0,0
,,32002.0,38303.0,49.0,53.0,25655.0,35167.0,467.0,492.0,4.0,19.0,29.0,227.0,3.0,9.0,1.0,6.0,0.0,3.0,59.0,61.0,3.0,0.0,29.0,40.0,1.0,2.0,47.0,53.0,True,18.0,0
,,74519.0,71624.0,78.0,77.0,57369.0,55883.0,864.0,810.0,26.0,26.0,54.0,48.0,11.0,13.0,2.0,3.0,3.0,3.0,94.0,100.0,9.0,1.0,47.0,64.0,3.0,1.0,78.0,79.0,False,32.0,2
,,84384.0,72790.0,83.0,78.0,68889.0,63756.0,865.0,948.0,39.0,30.0,82.0,48.0,17.0,16.0,10.0,6.0,4.0,3.0,103.0,115.0,4.0,9.0,51.0,69.0,2.0,2.0,82.0,77.0,False,35.0,2
,,106484.0,87990.0,90.0,84.0,83902.0,72476.0,908.0,745.0,67.0,42.0,46.0,51.0,9.0,4.0,8.0,6.0,7.0,2.0,118.0,108.0,11.0,10.0,70.0,56.0,4.0,2.0,90.0,84.0,False,41.0,2
,,82911.0,99959.0,81.0,89.0,72866.0,73960.0,944.0,813.0,28.0,48.0,75.0,54.0,12.0,5.0,8.0,4.0,8.0,1.0,111.0,116.0,10.0,5.0,62.0,54.0,5.0,8.0,81.0,89.0,True,43.0,2
,,72071.0,77720.0,77.0,79.0,58443.0,66349.0,701.0,726.0,29.0,42.0,69.0,192.0,81.0,17.0,1.0,11.0,2.0,5.0,116.0,104.0,5.0,6.0,58.0,61.0,5.0,6.0,77.0,78.0,True,37.0,2
,,12102.0,25247.0,25.0,39.0,11732.0,29769.0,35.0,164.0,3.0,46.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,25.0,14.0,0.0,0.0,16.0,5.0,0.0,0.0,25.0,29.0,True,14.0,0
,,64449.0,74669.0,73.0,78.0,51703.0,62499.0,692.0,784.0,23.0,32.0,123.0,59.0,16.0,13.0,0.0,12.0,2.0,4.0,109.0,113.0,6.0,5.0,61.0,59.0,4.0,1.0,73.0,78.0,True,33.0,2
127768.0,126344.0,46066.0,50669.0,60.0,64.0,42005.0,48195.0,533.0,548.0,22.0,30.0,119.0,31.0,1.0,31.0,2.0,6.0,1.0,4.0,79.0,79.0,3.0,4.0,38.0,37.0,5.0,1.0,60.0,64.0,True,23.0,1
118084.0,123541.0,48534.0,63888.0,57.0,71.0,45289.0,53215.0,533.0,725.0,26.0,31.0,32.0,39.0,2.0,10.0,1.0,6.0,0.0,4.0,85.0,88.0,7.0,6.0,39.0,41.0,6.0,4.0,57.0,73.0,True,25.0,1
133686.0,66772.0,33570.0,56491.0,47.0,64.0,26242.0,48970.0,146.0,313.0,4.0,40.0,0.0,21.0,0.0,0.0,1.0,4.0,0.0,0.0,25.0,30.0,0.0,0.0,16.0,14.0,0.0,0.0,47.0,57.0,True,29.0,1
,,58645.0,47108.0,67.0,61.0,53091.0,41773.0,615.0,494.0,37.0,25.0,41.0,51.0,15.0,6.0,6.0,1.0,6.0,0.0,90.0,102.0,3.0,0.0,53.0,59.0,2.0,8.0,67.0,62.0,False,25.0,1
,,55136.0,61006.0,66.0,70.0,47338.0,57346.0,616.0,659.0,25.0,34.0,278.0,127.0,25.0,12.0,2.0,9.0,0.0,5.0,92.0,90.0,3.0,3.0,39.0,45.0,1.0,0.0,66.0,70.0,True,29.0,1
,,32693.0,39462.0,50.0,55.0,24625.0,37166.0,337.0,504.0,8.0,24.0,24.0,28.0,0.0,6.0,0.0,8.0,1.0,2.0,63.0,59.0,0.0,2.0,39.0,30.0,0.0,1.0,49.0,55.0,True,19.0,0
,,79271.0,67650.0,80.0,74.0,65781.0,58691.0,679.0,638.0,47.0,38.0,68.0,64.0,10.0,10.0,8.0,4.0,4.0,4.0,132.0,121.0,8.0,5.0,75.0,61.0,4.0,1.0,80.0,74.0,False,32.0,2
,,43777.0,55249.0,58.0,66.0,36412.0,49554.0,582.0,636.0,12.0,31.0,52.0,45.0,16.0,21.0,0.0,11.0,0.0,5.0,89.0,95.0,2.0,2.0,50.0,54.0,3.0,1.0,58.0,67.0,True,25.0,1
,,75286.0,72838.0,78.0,77.0,64288.0,62305.0,858.0,716.0,36.0,32.0,59.0,61.0,5.0,8.0,8.0,3.0,3.0,4.0,107.0,99.0,1.0,4.0,63.0,54.0,2.0,0.0,78.0,77.0,False,36.0,2
,,55397.0,51823.0,66.0,65.0,51025.0,45970.0,466.0,477.0,41.0,33.0,41.0,15.0,5.0,0.0,7.0,1.0,4.0,0.0,82.0,86.0,3.0,1.0,44.0,45.0,0.0,0.0,65.0,65.0,False,25.0,1
,,58179.0,54161.0,68.0,65.0,52168.0,45612.0,693.0,641.0,26.0,21.0,46.0,46.0,8.0,10.0,9.0,2.0,2.0,3.0,85.0,80.0,3.0,3.0,50.0,38.0,0.0,1.0,68.0,65.0,False,29.0,1
,,14468.0,30580.0,29.0,46.0,14081.0,35878.0,61.0,195.0,3.0,44.0,0.0,6.0,0.0,0.0,0.0,4.0,0.0,0.0,25.0,18.0,0.0,0.0,18.0,5.0,0.0,0.0,29.0,41.0,True,16.0,0
,,17426.0,35399.0,34.0,51.0,15439.0,37983.0,99.0,202.0,2.0,48.0,0.0,8.0,0.0,0.0,0.0,6.0,0.0,0.0,25.0,31.0,0.0,0.0,20.0,9.0,0.0,0.0,34.0,51.0,True,17.0,0
134205.0,124283.0,23130.0,43027.0,41.0,56.0,17258.0,41677.0,51.0,292.0,7.0,45.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,25.0,33.0,0.0,0.0,20.0,10.0,0.0,0.0,41.0,54.0,True,19.0,0
136926.0,129467.0,55437.0,66544.0,66.0,73.0,42702.0,59149.0,646.0,769.0,16.0,41.0,47.0,425.0,9.0,9.0,0.0,11.0,1.0,6.0,93.0,109.0,2.0,4.0,59.0,64.0,3.0,7.0,66.0,73.0,True,27.0,1
,,18727.0,35185.0,33.0,49.0,16969.0,35560.0,135.0,223.0,0.0,37.0,0.0,19.0,0.0,0.0,0.0,3.0,0.0,0.0,25.0,25.0,0.0,0.0,15.0,7.0,0.0,0.0,33.0,45.0,True,20.0,1
,,49892.0,37441.0,63.0,53.0,48826.0,30589.0,635.0,457.0,33.0,9.0,37.0,31.0,8.0,5.0,13.0,0.0,5.0,0.0,90.0,72.0,3.0,5.0,54.0,36.0,1.0,1.0,61.0,53.0,False,21.0,1
,,52360.0,59255.0,63.0,70.0,43665.0,52063.0,567.0,587.0,26.0,36.0,42.0,81.0,6.0,7.0,0.0,10.0,3.0,0.0,87.0,88.0,7.0,2.0,45.0,41.0,2.0,4.0,63.0,69.0,True,27.0,1
73616.0,59944.0,110902.0,88549.0,87.0,86.0,86234.0,75141.0,759.0,574.0,76.0,45.0,126.0,443.0,0.0,0.0,8.0,3.0,7.0,2.0,90.0,113.0,11.0,10.0,32.0,58.0,0.0,0.0,85.0,86.0,False,47.0,2
,,71217.0,59686.0,77.0,68.0,60084.0,53451.0,752.0,708.0,38.0,28.0,83.0,56.0,12.0,18.0,6.0,3.0,2.0,2.0,107.0,138.0,5.0,8.0,60.0,82.0,6.0,10.0,77.0,68.0,False,30.0,2
,,58317.0,71519.0,68.0,76.0,51329.0,62046.0,622.0,774.0,27.0,34.0,380.0,55.0,9.0,14.0,2.0,7.0,3.0,3.0,95.0,105.0,6.0,6.0,48.0,55.0,6.0,7.0,67.0,76.0,True,32.0,2
,,60938.0,47701.0,70.0,58.0,50944.0,42787.0,737.0,574.0,26.0,15.0,39.0,38.0,8.0,9.0,9.0,1.0,5.0,1.0,84.0,80.0,5.0,8.0,47.0,45.0,1.0,1.0,72.0,58.0,False,26.0,1
,,84086.0,85223.0,84.0,85.0,69623.0,62465.0,855.0,732.0,44.0,40.0,73.0,56.0,9.0,14.0,10.0,0.0,5.0,2.0,102.0,114.0,7.0,6.0,57.0,56.0,0.0,1.0,82.0,87.0,False,34.0,2
,,57645.0,47624.0,68.0,60.0,49835.0,42461.0,630.0,686.0,32.0,14.0,50.0,46.0,7.0,11.0,4.0,2.0,3.0,3.0,84.0,85.0,4.0,3.0,44.0,51.0,0.0,1.0,68.0,62.0,False,27.0,1
,,66315.0,70230.0,73.0,75.0,57792.0,61680.0,766.0,802.0,29.0,37.0,148.0,65.0,15.0,47.0,5.0,9.0,2.0,4.0,124.0,119.0,7.0,7.0,57.0,70.0,11.0,3.0,73.0,75.0,True,32.0,2
135258.0,133448.0,66799.0,80035.0,73.0,80.0,51501.0,68597.0,626.0,754.0,26.0,47.0,77.0,364.0,7.0,19.0,0.0,13.0,0.0,7.0,105.0,102.0,4.0,5.0,61.0,56.0,5.0,4.0,73.0,80.0,True,32.0,2
,,23167.0,45217.0,41.0,60.0,18502.0,44278.0,96.0,255.0,5.0,48.0,0.0,3.0,1.0,0.0,0.0,3.0,0.0,0.0,25.0,33.0,0.0,0.0,20.0,11.0,0.0,0.0,41.0,59.0,True,20.0,1
,,64045.0,57456.0,71.0,68.0,59174.0,49813.0,720.0,673.0,34.0,26.0,52.0,138.0,10.0,12.0,9.0,1.0,4.0,1.0,96.0,94.0,3.0,2.0,55.0,47.0,0.0,2.0,71.0,67.0,False,30.0,2
,,59120.0,46855.0,68.0,61.0,47192.0,39418.0,672.0,605.0,20.0,9.0,39.0,351.0,9.0,8.0,7.0,4.0,4.0,2.0,91.0,82.0,3.0,1.0,56.0,44.0,2.0,2.0,68.0,61.0,False,27.0,1
120564.0,94694.0,30932.0,51075.0,46.0,63.0,22557.0,48008.0,139.0,260.0,4.0,49.0,0.0,23.0,0.0,0.0,0.0,9.0,0.0,0.0,25.0,46.0,0.0,0.0,20.0,16.0,0.0,0.0,46.0,59.0,True,24.0,1
,,63915.0,69411.0,71.0,75.0,51159.0,62385.0,676.0,750.0,23.0,40.0,54.0,61.0,12.0,10.0,0.0,9.0,1.0,5.0,107.0,106.0,7.0,5.0,53.0,54.0,8.0,5.0,71.0,75.0,True,31.0,2
,,14649.0,33025.0,31.0,48.0,12639.0,36737.0,67.0,217.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,25.0,24.0,0.0,0.0,18.0,5.0,0.0,0.0,31.0,48.0,True,16.0,0
,,60919.0,67086.0,70.0,73.0,52021.0,62893.0,583.0,603.0,35.0,51.0,46.0,71.0,2.0,10.0,1.0,4.0,1.0,4.0,98.0,94.0,5.0,3.0,48.0,58.0,6.0,4.0,70.0,73.0,True,29.0,1
,,35927.0,59482.0,51.0,68.0,21959.0,52264.0,91.0,313.0,3.0,56.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,25.0,39.0,0.0,0.0,20.0,15.0,0.0,0.0,51.0,67.0,True,27.0,1
108213.0,111317.0,49201.0,53893.0,62.0,66.0,43265.0,56240.0,535.0,616.0,23.0,37.0,44.0,29.0,6.0,9.0,2.0,8.0,1.0,5.0,93.0,89.0,6.0,6.0,51.0,55.0,4.0,4.0,62.0,66.0,True,25.0,1
,,39713.0,34531.0,56.0,51.0,36921.0,29864.0,565.0,536.0,14.0,7.0,35.0,29.0,9.0,8.0,7.0,0.0,3.0,1.0,70.0,75.0,0.0,1.0,42.0,39.0,3.0,2.0,56.0,50.0,False,21.0,1
,,67854.0,70048.0,75.0,75.0,55348.0,57600.0,775.0,692.0,32.0,33.0,55.0,64.0,12.0,11.0,3.0,9.0,4.0,2.0,98.0,113.0,3.0,6.0,58.0,60.0,5.0,4.0,75.0,75.0,True,32.0,2
,,63781.0,75267.0,70.0,78.0,54670.0,64247.0,650.0,711.0,30.0,41.0,64.0,55.0,7.0,3.0,5.0,5.0,2.0,5.0,112.0,118.0,4.0,6.0,61.0,72.0,2.0,3.0,70.0,78.0,True,32.0,2
126155.0,83839.0,46228.0,63901.0,60.0,71.0,28804.0,54303.0,145.0,301.0,11.0,54.0,0.0,19.0,0.0,0.0,0.0,5.0,0.0,0.0,25.0,52.0,0.0,0.0,20.0,21.0,0.0,0.0,60.0,71.0,True,29.0,1
,,37561.0,53022.0,50.0,61.0,27870.0,47793.0,202.0,266.0,4.0,34.0,0.0,3.0,0.0,0.0,0.0,6.0,0.0,0.0,25.0,38.0,0.0,0.0,16.0,19.0,0.0,0.0,50.0,55.0,True,29.0,1
,,22154.0,40319.0,41.0,56.0,16852.0,37439.0,71.0,219.0,4.0,38.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,25.0,32.0,0.0,0.0,19.0,8.0,0.0,0.0,41.0,55.0,True,19.0,0
,,22604.0,42172.0,40.0,56.0,17507.0,40877.0,81.0,282.0,2.0,45.0,0.0,9.0,0.0,0.0,0.0,9.0,0.0,0.0,25.0,34.0,0.0,0.0,20.0,11.0,0.0,0.0,40.0,56.0,True,21.0,1
,,59554.0,71985.0,69.0,77.0,46380.0,61221.0,652.0,785.0,19.0,46.0,72.0,69.0,4.0,7.0,1.0,10.0,1.0,5.0,91.0,95.0,3.0,8.0,52.0,54.0,1.0,5.0,68.0,77.0,True,28.0,1
,,29318.0,49712.0,47.0,61.0,23424.0,51625.0,136.0,232.0,5.0,53.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,25.0,40.0,0.0,0.0,20.0,15.0,0.0,0.0,47.0,61.0,True,26.0,1
,,75587.0,68249.0,78.0,74.0,64971.0,56758.0,845.0,719.0,39.0,29.0,52.0,59.0,11.0,8.0,13.0,6.0,4.0,3.0,105.0,113.0,5.0,7.0,56.0,47.0,2.0,6.0,78.0,74.0,False,33.0,2
,,37158.0,56466.0,53.0,67.0,25641.0,49961.0,160.0,318.0,4.0,40.0,0.0,1.0,0.0,0.0,1.0,7.0,0.0,0.0,25.0,44.0,0.0,0.0,20.0,17.0,0.0,0.0,53.0,65.0,True,28.0,1
,,47902.0,70391.0,57.0,63.0,36305.0,63519.0,195.0,359.0,5.0,48.0,0.0,6.0,0.0,0.0,2.0,7.0,0.0,0.0,25.0,29.0,0.0,0.0,16.0,12.0,0.0,0.0,57.0,58.0,True,42.0,2
,,93690.0,76825.0,88.0,79.0,73966.0,61724.0,924.0,779.0,51.0,34.0,127.0,53.0,6.0,16.0,10.0,3.0,3.0,3.0,100.0,130.0,7.0,6.0,44.0,71.0,1.0,5.0,88.0,79.0,False,35.0,2
,,43946.0,57619.0,58.0,67.0,27627.0,50126.0,158.0,267.0,6.0,44.0,0.0,2.0,0.0,0.0,1.0,6.0,0.0,0.0,25.0,56.0,0.0,0.0,20.0,21.0,0.0,0.0,58.0,67.0,True,30.0,2
,,36213.0,51954.0,51.0,63.0,24089.0,48505.0,121.0,225.0,4.0,44.0,0.0,57.0,3.0,0.0,0.0,4.0,0.0,0.0,25.0,41.0,0.0,0.0,17.0,12.0,0.0,0.0,51.0,63.0,True,29.0,1
33345.0,23701.0,102409.0,86128.0,90.0,83.0,80190.0,75103.0,816.0,886.0,57.0,44.0,65.0,128.0,24.0,14.0,7.0,11.0,5.0,2.0,118.0,145.0,6.0,5.0,72.0,84.0,2.0,7.0,90.0,82.0,False,39.0,2
,,67578.0,71229.0,74.0,76.0,53408.0,58664.0,898.0,752.0,23.0,32.0,71.0,127.0,17.0,17.0,3.0,8.0,3.0,4.0,122.0,103.0,6.0,4.0,63.0,56.0,7.0,2.0,74.0,75.0,True,32.0,2
,,101974.0,91714.0,87.0,87.0,82111.0,72454.0,1060.0,936.0,59.0,36.0,83.0,81.0,23.0,25.0,10.0,3.0,5.0,3.0,132.0,128.0,9.0,6.0,74.0,68.0,9.0,6.0,87.0,87.0,False,41.0,2
135033.0,130893.0,39831.0,51235.0,56.0,63.0,33577.0,49969.0,419.0,598.0,13.0,37.0,322.0,38.0,4.0,4.0,0.0,10.0,0.0,4.0,88.0,93.0,2.0,4.0,49.0,51.0,1.0,7.0,56.0,63.0,True,22.0,1
,,62295.0,70191.0,70.0,76.0,53017.0,56729.0,742.0,683.0,32.0,31.0,40.0,94.0,9.0,8.0,1.0,8.0,0.0,7.0,101.0,95.0,5.0,4.0,53.0,57.0,1.0,2.0,70.0,76.0,True,29.0,1
,,60261.0,70072.0,68.0,75.0,49225.0,58006.0,645.0,596.0,27.0,45.0,35.0,49.0,5.0,6.0,2.0,8.0,2.0,5.0,98.0,97.0,5.0,3.0,49.0,56.0,3.0,0.0,68.0,75.0,True,29.0,1
,,36282.0,42278.0,52.0,57.0,31887.0,42620.0,459.0,454.0,10.0,32.0,34.0,36.0,6.0,5.0,1.0,7.0,1.0,3.0,60.0,64.0,2.0,1.0,23.0,36.0,3.0,0.0,52.0,59.0,True,23.0,1
,,66981.0,57133.0,74.0,67.0,58869.0,47652.0,617.0,555.0,43.0,27.0,52.0,35.0,10.0,9.0,10.0,2.0,5.0,1.0,105.0,103.0,4.0,3.0,64.0,54.0,3.0,1.0,72.0,67.0,False,27.0,1
,,72569.0,68713.0,76.0,75.0,60274.0,50967.0,695.0,623.0,27.0,28.0,117.0,48.0,7.0,14.0,9.0,3.0,6.0,1.0,105.0,91.0,4.0,2.0,64.0,39.0,2.0,7.0,76.0,75.0,False,31.0,2
,,71800.0,69554.0,78.0,74.0,59847.0,57301.0,780.0,791.0,24.0,26.0,64.0,185.0,56.0,21.0,8.0,2.0,3.0,2.0,100.0,108.0,6.0,3.0,48.0,57.0,1.0,0.0,78.0,74.0,False,36.0,2
17475.0,56405.0,92716.0,79320.0,87.0,80.0,69145.0,62911.0,774.0,736.0,45.0,35.0,167.0,105.0,12.0,12.0,6.0,4.0,5.0,3.0,100.0,128.0,6.0,7.0,48.0,82.0,3.0,4.0,87.0,80.0,False,37.0,2
,,108720.0,122147.0,89.0,90.0,86564.0,90886.0,783.0,1147.0,52.0,52.0,82.0,96.0,8.0,15.0,15.0,4.0,7.0,5.0,130.0,118.0,6.0,13.0,70.0,65.0,1.0,3.0,89.0,90.0,False,48.0,2
,,98495.0,84600.0,89.0,84.0,74270.0,68432.0,830.0,802.0,54.0,39.0,115.0,277.0,5.0,13.0,8.0,8.0,6.0,1.0,121.0,97.0,13.0,6.0,67.0,34.0,7.0,6.0,92.0,84.0,False,36.0,2
85382.0,73340.0,74206.0,63073.0,79.0,70.0,58071.0,50783.0,786.0,645.0,27.0,26.0,59.0,40.0,10.0,10.0,4.0,3.0,5.0,3.0,103.0,103.0,5.0,3.0,59.0,58.0,1.0,0.0,82.0,69.0,False,31.0,2
,,75381.0,61981.0,79.0,70.0,57746.0,45590.0,776.0,632.0,35.0,21.0,40.0,53.0,12.0,4.0,8.0,0.0,4.0,1.0,102.0,99.0,7.0,5.0,59.0,53.0,2.0,4.0,79.0,70.0,False,29.0,1
,,103552.0,98557.0,89.0,88.0,81552.0,77938.0,946.0,790.0,54.0,49.0,80.0,75.0,21.0,16.0,8.0,7.0,5.0,3.0,121.0,125.0,5.0,7.0,60.0,67.0,6.0,10.0,89.0,88.0,False,42.0,2
,,77089.0,59844.0,80.0,69.0,59684.0,48161.0,677.0,721.0,48.0,18.0,46.0,43.0,7.0,12.0,10.0,5.0,5.0,1.0,101.0,97.0,8.0,7.0,51.0,49.0,2.0,5.0,79.0,69.0,False,28.0,1
,,80606.0,69310.0,82.0,74.0,62233.0,59437.0,775.0,769.0,34.0,33.0,103.0,81.0,16.0,20.0,5.0,7.0,4.0,3.0,104.0,117.0,7.0,11.0,64.0,62.0,4.0,4.0,82.0,74.0,False,35.0,2
,,70932.0,53635.0,76.0,65.0,55279.0,47258.0,728.0,678.0,31.0,16.0,63.0,44.0,17.0,16.0,7.0,1.0,5.0,1.0,98.0,91.0,2.0,7.0,53.0,53.0,1.0,3.0,76.0,65.0,False,29.0,1
,,58643.0,65019.0,69.0,72.0,51978.0,57934.0,560.0,637.0,34.0,43.0,35.0,31.0,2.0,7.0,1.0,7.0,1.0,3.0,102.0,115.0,5.0,6.0,58.0,60.0,5.0,7.0,68.0,72.0,True,27.0,1
,,69502.0,65039.0,75.0,72.0,58053.0,53120.0,738.0,665.0,33.0,24.0,66.0,101.0,8.0,12.0,9.0,3.0,1.0,4.0,102.0,109.0,5.0,3.0,50.0,67.0,2.0,4.0,78.0,72.0,False,32.0,2
,,38496.0,50123.0,54.0,63.0,31305.0,45548.0,419.0,557.0,12.0,35.0,33.0,31.0,1.0,7.0,1.0,7.0,1.0,2.0,87.0,87.0,7.0,6.0,51.0,45.0,3.0,0.0,57.0,62.0,True,22.0,1
,,28720.0,46994.0,44.0,59.0,18875.0,40904.0,115.0,246.0,1.0,29.0,0.0,35.0,0.0,0.0,0.0,2.0,0.0,0.0,25.0,34.0,0.0,0.0,20.0,10.0,0.0,0.0,44.0,56.0,True,24.0,1
,,48084.0,59716.0,61.0,70.0,36244.0,50774.0,553.0,577.0,15.0,44.0,37.0,37.0,2.0,10.0,0.0,12.0,1.0,2.0,88.0,86.0,2.0,0.0,49.0,44.0,1.0,6.0,60.0,68.0,True,25.0,1
120208.0,104964.0,79687.0,88152.0,81.0,84.0,63045.0,73530.0,790.0,793.0,41.0,53.0,156.0,52.0,10.0,6.0,0.0,9.0,2.0,5.0,116.0,93.0,10.0,4.0,65.0,37.0,2.0,9.0,81.0,84.0,True,35.0,2
,,123106.0,104919.0,90.0,88.0,98254.0,86561.0,1240.0,977.0,53.0,49.0,123.0,113.0,37.0,32.0,12.0,10.0,5.0,6.0,151.0,126.0,12.0,5.0,91.0,79.0,7.0,2.0,93.0,88.0,False,48.0,2
,,35057.0,58331.0,52.0,67.0,24196.0,51640.0,106.0,293.0,4.0,52.0,0.0,42.0,1.0,0.0,0.0,5.0,0.0,0.0,25.0,42.0,0.0,0.0,20.0,15.0,0.0,0.0,52.0,66.0,True,28.0,1
,,59454.0,62872.0,70.0,71.0,47809.0,55447.0,681.0,712.0,23.0,31.0,38.0,58.0,9.0,11.0,1.0,6.0,1.0,6.0,99.0,99.0,2.0,4.0,48.0,61.0,4.0,3.0,68.0,71.0,True,28.0,1
,,96068.0,88018.0,87.0,85.0,79321.0,72401.0,964.0,842.0,45.0,43.0,75.0,395.0,12.0,16.0,6.0,7.0,8.0,3.0,126.0,122.0,10.0,7.0,73.0,66.0,6.0,2.0,87.0,85.0,False,40.0,2
98638.0,129934.0,65190.0,67004.0,72.0,74.0,50714.0,58236.0,736.0,739.0,19.0,33.0,60.0,67.0,15.0,12.0,1.0,8.0,3.0,3.0,95.0,105.0,4.0,3.0,51.0,62.0,3.0,3.0,72.0,74.0,True,32.0,2
,,55382.0,45576.0,67.0,59.0,48313.0,38375.0,598.0,501.0,29.0,17.0,64.0,38.0,6.0,4.0,7.0,0.0,4.0,2.0,91.0,92.0,1.0,9.0,50.0,53.0,2.0,2.0,67.0,59.0,False,25.0,1
,,67685.0,56617.0,74.0,66.0,56498.0,48488.0,768.0,707.0,29.0,19.0,50.0,61.0,9.0,10.0,9.0,2.0,7.0,0.0,94.0,90.0,4.0,5.0,52.0,50.0,9.0,1.0,74.0,66.0,False,30.0,2
104527.0,77836.0,51372.0,59022.0,63.0,69.0,40594.0,52295.0,518.0,725.0,17.0,33.0,41.0,53.0,8.0,10.0,1.0,8.0,2.0,2.0,85.0,89.0,3.0,4.0,43.0,40.0,0.0,3.0,63.0,69.0,True,26.0,1
,,38845.0,48749.0,54.0,61.0,32867.0,45875.0,483.0,599.0,12.0,29.0,60.0,54.0,4.0,3.0,0.0,9.0,0.0,3.0,75.0,78.0,4.0,2.0,39.0,38.0,2.0,0.0,54.0,61.0,True,23.0,1
,,65132.0,50092.0,72.0,62.0,58333.0,48937.0,529.0,521.0,43.0,30.0,42.0,253.0,5.0,6.0,9.0,6.0,4.0,3.0,97.0,86.0,3.0,0.0,51.0,41.0,3.0,4.0,72.0,62.0,False,29.0,1
,,87984.0,88042.0,84.0,84.0,67253.0,73990.0,856.0,887.0,38.0,44.0,63.0,64.0,13.0,8.0,4.0,9.0,2.0,7.0,124.0,115.0,10.0,7.0,64.0,61.0,9.0,5.0,83.0,83.0,True,39.0,2
,,92750.0,74786.0,83.0,78.0,79571.0,61279.0,928.0,756.0,62.0,40.0,60.0,94.0,23.0,12.0,8.0,2.0,5.0,2.0,104.0,110.0,3.0,6.0,58.0,54.0,2.0,2.0,82.0,78.0,False,35.0,2
40355.0,20255.0,62522.0,49596.0,70.0,63.0,57203.0,41112.0,602.0,508.0,39.0,27.0,47.0,37.0,4.0,4.0,5.0,0.0,3.0,2.0,98.0,95.0,4.0,1.0,54.0,51.0,5.0,5.0,70.0,63.0,False,26.0,1
,,60215.0,47899.0,69.0,62.0,55478.0,43442.0,598.0,534.0,38.0,21.0,34.0,19.0,5.0,7.0,10.0,2.0,4.0,3.0,92.0,83.0,3.0,3.0,51.0,44.0,3.0,1.0,68.0,61.0,False,25.0,1
,,87323.0,99204.0,84.0,88.0,72194.0,78602.0,1109.0,920.0,33.0,41.0,63.0,151.0,36.0,19.0,7.0,9.0,4.0,4.0,118.0,139.0,7.0,9.0,60.0,77.0,4.0,5.0,87.0,87.0,True,41.0,2
,,48188.0,39988.0,61.0,55.0,46331.0,35552.0,536.0,461.0,34.0,15.0,29.0,22.0,3.0,5.0,9.0,1.0,2.0,0.0,64.0,76.0,1.0,2.0,29.0,32.0,0.0,3.0,61.0,55.0,False,22.0,1
,,120037.0,137377.0,90.0,90.0,94430.0,102011.0,1304.0,1293.0,48.0,58.0,202.0,108.0,15.0,19.0,7.0,7.0,3.0,7.0,133.0,146.0,13.0,12.0,74.0,76.0,5.0,5.0,90.0,93.0,True,54.0,2
,,58826.0,74169.0,69.0,78.0,49016.0,62424.0,723.0,859.0,22.0,34.0,44.0,46.0,7.0,8.0,3.0,11.0,1.0,4.0,105.0,105.0,2.0,4.0,57.0,52.0,2.0,5.0,68.0,78.0,True,29.0,1
,,62577.0,51113.0,71.0,63.0,55279.0,45761.0,704.0,582.0,39.0,25.0,51.0,55.0,11.0,14.0,6.0,3.0,5.0,2.0,106.0,93.0,6.0,5.0,57.0,47.0,0.0,2.0,72.0,63.0,False,26.0,1
,,38964.0,58191.0,55.0,68.0,28432.0,54032.0,140.0,331.0,7.0,45.0,0.0,1.0,0.0,0.0,3.0,5.0,0.0,0.0,25.0,47.0,0.0,0.0,20.0,15.0,0.0,0.0,55.0,68.0,True,28.0,1
,,94865.0,87394.0,88.0,84.0,76006.0,74586.0,836.0,841.0,46.0,49.0,70.0,52.0,13.0,22.0,7.0,7.0,6.0,3.0,141.0,126.0,9.0,8.0,79.0,68.0,13.0,4.0,88.0,84.0,False,40.0,2
